category,object_type,object_id,object_name,field,current_value,unit_or_normalization,xml_or_runtime_source,target_leg,structural_group,spans_hip,spans_knee,hip_contractile_action,knee_contractile_action,hip_moment_arm_max_abs_m,knee_moment_arm_max_abs_m,taxonomy_family,taxonomy_class,interpretation,notes
MUSCLE_ACTUATOR,actuator,12,gaslat_r,actuator_lengthrange,"[0.366291,0.463723]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,KNEE_ONLY,False,True,NONE,MIXED_REQUIRES_REVIEW,5.646670565572259e-17,0.0264425537471315,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,12,gaslat_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.05,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,KNEE_ONLY,False,True,NONE,MIXED_REQUIRES_REVIEW,5.646670565572259e-17,0.0264425537471315,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,12,gaslat_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,KNEE_ONLY,False,True,NONE,MIXED_REQUIRES_REVIEW,5.646670565572259e-17,0.0264425537471315,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,12,gaslat_r,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,True,KNEE_ONLY,False,True,NONE,MIXED_REQUIRES_REVIEW,5.646670565572259e-17,0.0264425537471315,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,12,gaslat_r,tendon_transmission,"{""tendon_id"":12,""tendon_name"":""gaslat_r_tendon""}",named structural mapping,mjModel.actuator_trnid,True,KNEE_ONLY,False,True,NONE,MIXED_REQUIRES_REVIEW,5.646670565572259e-17,0.0264425537471315,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,13,gasmed_r,force,"{""gainprm_2"":2237.29,""biasprm_2"":2237.29}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,True,KNEE_ONLY,False,True,NONE,FLEXOR,5.209444349671248e-17,0.02656009478774268,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=gasmed_r_tendon
MUSCLE_ACTUATOR,actuator,13,gasmed_r,fpmax,"{""gainprm_7"":1.51773,""biasprm_7"":1.51773}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,True,KNEE_ONLY,False,True,NONE,FLEXOR,5.209444349671248e-17,0.02656009478774268,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,13,gasmed_r,range,"[0.1,1.45]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,True,KNEE_ONLY,False,True,NONE,FLEXOR,5.209444349671248e-17,0.02656009478774268,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,13,gasmed_r,actuator_lengthrange,"[0.371968,0.472667]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,KNEE_ONLY,False,True,NONE,FLEXOR,5.209444349671248e-17,0.02656009478774268,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,13,gasmed_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.0989568,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,KNEE_ONLY,False,True,NONE,FLEXOR,5.209444349671248e-17,0.02656009478774268,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,13,gasmed_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,KNEE_ONLY,False,True,NONE,FLEXOR,5.209444349671248e-17,0.02656009478774268,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,13,gasmed_r,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,True,KNEE_ONLY,False,True,NONE,FLEXOR,5.209444349671248e-17,0.02656009478774268,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,13,gasmed_r,tendon_transmission,"{""tendon_id"":13,""tendon_name"":""gasmed_r_tendon""}",named structural mapping,mjModel.actuator_trnid,True,KNEE_ONLY,False,True,NONE,FLEXOR,5.209444349671248e-17,0.02656009478774268,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,14,glmax1_r,force,"{""gainprm_2"":1293.79,""biasprm_2"":1293.79}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.04008998538410405,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=glmax1_r_tendon
MUSCLE_ACTUATOR,actuator,14,glmax1_r,fpmax,"{""gainprm_7"":1.86621,""biasprm_7"":1.86621}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.04008998538410405,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,14,glmax1_r,range,"[0.680894,1.34594]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.04008998538410405,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,14,glmax1_r,actuator_lengthrange,"[0.148932,0.246694]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.04008998538410405,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,14,glmax1_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.0,""lmax"":1.99579,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.04008998538410405,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,14,glmax1_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.04008998538410405,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,14,glmax1_r,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.04008998538410405,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,14,glmax1_r,tendon_transmission,"{""tendon_id"":14,""tendon_name"":""glmax1_r_tendon""}",named structural mapping,mjModel.actuator_trnid,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.04008998538410405,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,15,glmax2_r,force,"{""gainprm_2"":1308.46,""biasprm_2"":1308.46}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.05142719641295676,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=glmax2_r_tendon
MUSCLE_ACTUATOR,actuator,15,glmax2_r,fpmax,"{""gainprm_7"":1.22459,""biasprm_7"":1.22459}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.05142719641295676,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,15,glmax2_r,range,"[0.684001,1.42041]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.05142719641295676,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,15,glmax2_r,actuator_lengthrange,"[0.175275,0.290891]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.05142719641295676,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,15,glmax2_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.0,""lmax"":3.44601,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,HIP_ONLY,True,False,EXTENSOR,NONE,0.05142719641295676,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,15,glmax2_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.05142719641295676,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,15,glmax2_r,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.05142719641295676,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,15,glmax2_r,tendon_transmission,"{""tendon_id"":15,""tendon_name"":""glmax2_r_tendon""}",named structural mapping,mjModel.actuator_trnid,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.05142719641295676,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,16,glmax3_r,force,"{""gainprm_2"":928.184,""biasprm_2"":928.184}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.07382725375656715,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=glmax3_r_tendon
MUSCLE_ACTUATOR,actuator,16,glmax3_r,fpmax,"{""gainprm_7"":1.37074,""biasprm_7"":1.37074}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.07382725375656715,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,16,glmax3_r,range,"[1.36664,1.8]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.07382725375656715,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,16,glmax3_r,actuator_lengthrange,"[0.297946,0.474778]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.07382725375656715,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,16,glmax3_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.824721,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,HIP_ONLY,True,False,EXTENSOR,NONE,0.07382725375656715,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,16,glmax3_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.07382725375656715,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,16,glmax3_r,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.07382725375656715,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,16,glmax3_r,tendon_transmission,"{""tendon_id"":16,""tendon_name"":""glmax3_r_tendon""}",named structural mapping,mjModel.actuator_trnid,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.07382725375656715,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,17,glmed1_r,force,"{""gainprm_2"":1018.46,""biasprm_2"":1018.46}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.017871141223539142,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=glmed1_r_tendon
MUSCLE_ACTUATOR,actuator,17,glmed1_r,fpmax,"{""gainprm_7"":1.55125,""biasprm_7"":1.55125}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.017871141223539142,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,17,glmed1_r,range,"[0.103084,1.4555]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.017871141223539142,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,17,glmed1_r,actuator_lengthrange,"[0.063342,0.162068]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.017871141223539142,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,17,glmed1_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.0,""lmax"":3.49286,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.017871141223539142,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,17,glmed1_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.017871141223539142,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,17,glmed1_r,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.017871141223539142,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,17,glmed1_r,tendon_transmission,"{""tendon_id"":17,""tendon_name"":""glmed1_r_tendon""}",named structural mapping,mjModel.actuator_trnid,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.017871141223539142,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,18,glmed2_r,force,"{""gainprm_2"":715.019,""biasprm_2"":715.019}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.01883499442888641,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=glmed2_r_tendon
MUSCLE_ACTUATOR,actuator,18,glmed2_r,fpmax,"{""gainprm_7"":1.62169,""biasprm_7"":1.62169}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.01883499442888641,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,18,glmed2_r,range,"[0.147694,1.46079]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.01883499442888641,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,18,glmed2_r,actuator_lengthrange,"[0.0760304,0.171887]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.01883499442888641,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,18,glmed2_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.0,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.01883499442888641,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,18,glmed2_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.01883499442888641,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,18,glmed2_r,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.01883499442888641,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,18,glmed2_r,tendon_transmission,"{""tendon_id"":18,""tendon_name"":""glmed2_r_tendon""}",named structural mapping,mjModel.actuator_trnid,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.01883499442888641,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,19,glmed3_r,force,"{""gainprm_2"":828.084,""biasprm_2"":828.084}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.023446956604347147,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=glmed3_r_tendon
MUSCLE_ACTUATOR,actuator,19,glmed3_r,fpmax,"{""gainprm_7"":1.38543,""biasprm_7"":1.38543}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.023446956604347147,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,19,glmed3_r,range,"[0.125877,1.51901]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.023446956604347147,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,19,glmed3_r,actuator_lengthrange,"[0.0544219,0.156121]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.023446956604347147,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,19,glmed3_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.0,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,HIP_ONLY,True,False,EXTENSOR,NONE,0.023446956604347147,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,19,glmed3_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.023446956604347147,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,19,glmed3_r,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.023446956604347147,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,19,glmed3_r,tendon_transmission,"{""tendon_id"":19,""tendon_name"":""glmed3_r_tendon""}",named structural mapping,mjModel.actuator_trnid,True,HIP_ONLY,True,False,EXTENSOR,NONE,0.023446956604347147,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,20,glmin1_r,force,"{""gainprm_2"":357.161,""biasprm_2"":357.161}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,True,HIP_ONLY,True,False,FLEXOR,NONE,0.01120391529049345,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=glmin1_r_tendon
MUSCLE_ACTUATOR,actuator,20,glmin1_r,fpmax,"{""gainprm_7"":1.2057,""biasprm_7"":1.2057}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,True,HIP_ONLY,True,False,FLEXOR,NONE,0.01120391529049345,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,20,glmin1_r,range,"[0.1,1.44635]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,True,HIP_ONLY,True,False,FLEXOR,NONE,0.01120391529049345,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,20,glmin1_r,actuator_lengthrange,"[0.0229136,0.11449]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,HIP_ONLY,True,False,FLEXOR,NONE,0.01120391529049345,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,20,glmin1_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.0576443,""lmax"":3.07057,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,HIP_ONLY,True,False,FLEXOR,NONE,0.01120391529049345,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,20,glmin1_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,HIP_ONLY,True,False,FLEXOR,NONE,0.01120391529049345,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,20,glmin1_r,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,True,HIP_ONLY,True,False,FLEXOR,NONE,0.01120391529049345,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,20,glmin1_r,tendon_transmission,"{""tendon_id"":20,""tendon_name"":""glmin1_r_tendon""}",named structural mapping,mjModel.actuator_trnid,True,HIP_ONLY,True,False,FLEXOR,NONE,0.01120391529049345,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,21,glmin2_r,force,"{""gainprm_2"":392.017,""biasprm_2"":392.017}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.010265649939104771,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=glmin2_r_tendon
MUSCLE_ACTUATOR,actuator,21,glmin2_r,fpmax,"{""gainprm_7"":1.20071,""biasprm_7"":1.20071}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.010265649939104771,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,21,glmin2_r,range,"[0.1,1.60052]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.010265649939104771,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,21,glmin2_r,actuator_lengthrange,"[0.0298796,0.115728]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.010265649939104771,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,21,glmin2_r,lmin_lmax_vmax_fvmax,"{""lmin"":0.05,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.010265649939104771,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,21,glmin2_r,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,True,HIP_ONLY,True,False,MIXED_REQUIRES_REVIEW,NONE,0.010265649939104771,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
