case_id,semantic_id,iteration,event_type,predicted_delta_J,truth_delta_J,predicted_meaningful_improvement,truth_meaningful_improvement,false_improvement,truth_attached_posthoc,truth_used_for_selection
prospective_subject_001__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,6,DIRECT_ONE_STEP,-0.0059673855631,-0.00596742278623,True,True,False,False,False
prospective_subject_001__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00635061106775,-0.00635568523777,True,True,False,False,False
prospective_subject_001__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,3,DIRECT_ONE_STEP,-0.00625377155773,-0.00625380720253,True,True,False,False,False
prospective_subject_001__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,4,DIRECT_ONE_STEP,-0.00615784584606,-0.00615788202133,True,True,False,False,False
prospective_subject_001__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,5,DIRECT_ONE_STEP,-0.00606237123961,-0.00606240794113,True,True,False,False,False
prospective_subject_001__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,6,DIRECT_ONE_STEP,-0.0059673855631,-0.00596742278623,True,True,False,False,False
prospective_subject_001__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00635061106775,-0.00635568523777,True,True,False,False,False
prospective_subject_001__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,3,DIRECT_ONE_STEP,-0.00625377155773,-0.00625380720253,True,True,False,False,False
prospective_subject_001__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,4,DIRECT_ONE_STEP,-0.00615784584606,-0.00615788202133,True,True,False,False,False
prospective_subject_001__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,5,DIRECT_ONE_STEP,-0.00606237123961,-0.00606240794113,True,True,False,False,False
prospective_subject_001__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,6,DIRECT_ONE_STEP,-0.0059673855631,-0.00596742278623,True,True,False,False,False
prospective_subject_001__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00635061106775,-0.00635568523777,True,True,False,False,False
prospective_subject_001__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,3,DIRECT_ONE_STEP,-0.00625377155773,-0.00625380720253,True,True,False,False,False
prospective_subject_001__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,4,DIRECT_ONE_STEP,-0.00615784584606,-0.00615788202133,True,True,False,False,False
prospective_subject_001__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,5,DIRECT_ONE_STEP,-0.00606237123961,-0.00606240794113,True,True,False,False,False
prospective_subject_001__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,6,DIRECT_ONE_STEP,-0.0059673855631,-0.00596742278623,True,True,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,1,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00114140177918,-0.00262090616187,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,2,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00113896020613,-0.00260030991901,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,3,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00113677315301,-0.00258312222383,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,4,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00113472110963,-0.00256598902507,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,5,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00113275151659,-0.00254891070905,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,6,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00113083538769,-0.00253188766104,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,7,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00112895542422,-0.00251492026517,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,8,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00112710066333,-0.00249800890437,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,9,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00112526382125,-0.00248115396025,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,10,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011234398703,-0.00246435581303,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,11,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00112162522959,-0.00244761484144,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,12,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00111981728056,-0.00243093142264,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,13,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011180140654,-0.00241430593216,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,14,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011162140924,-0.00239773874374,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,15,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00111441620585,-0.00238123022931,False,False,False,False,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,16,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00111261949766,-0.00236478075887,False,False,False,False,False
prospective_subject_002__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,2,DIRECT_ONE_STEP,-0.00502876000514,-0.00503226481629,True,True,False,False,False
prospective_subject_002__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00502876000514,-0.00503226481629,True,True,False,False,False
prospective_subject_002__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00502876000514,-0.00503226481629,True,True,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00502876000514,-0.00503226481629,True,True,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,3,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00124987894262,-0.00124988465499,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,4,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00124697236845,-0.00124697809817,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,5,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00124406739381,-0.00124407314088,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,6,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0012411640627,-0.00124116982711,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,7,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00123826241891,-0.00123826820066,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,8,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00123536250604,-0.00123536830511,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,9,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00123246436743,-0.00123247018381,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,10,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00122956804624,-0.00122957387993,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,11,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00122667358539,-0.00122667943639,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,12,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0012237810276,-0.00122378689588,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,13,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00122089041533,-0.00122089630089,False,False,False,False,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,14,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00121800179085,-0.00121800769368,False,False,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,1,DIRECT_ONE_STEP,-0.00514194738811,-0.0056047944822,True,True,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00509183053817,-0.00553464019318,True,True,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,3,DIRECT_ONE_STEP,-0.00504224446173,-0.00546793437849,True,True,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,1,DIRECT_ONE_STEP,-0.00514194738811,-0.0056047944822,True,True,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00509183053817,-0.00553464019318,True,True,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,3,DIRECT_ONE_STEP,-0.00504224446173,-0.00546793437849,True,True,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,1,DIRECT_ONE_STEP,-0.00514194738811,-0.0056047944822,True,True,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00509183053817,-0.00553464019318,True,True,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,3,DIRECT_ONE_STEP,-0.00504224446173,-0.00546793437849,True,True,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,4,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00125289468715,-0.00135655609123,False,False,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,5,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00124989549348,-0.00135238414597,False,False,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,6,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00124688170265,-0.00134821183852,False,False,False,False,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,7,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00124385796237,-0.0013440392314,False,False,False,False,False
prospective_subject_003__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,2,DIRECT_ONE_STEP,-0.00537385232144,-0.00537705894022,True,True,False,False,False
prospective_subject_003__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,3,DIRECT_ONE_STEP,-0.00531555713659,-0.00531557720428,True,True,False,False,False
prospective_subject_003__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,4,DIRECT_ONE_STEP,-0.00525782877366,-0.00525784916059,True,True,False,False,False
prospective_subject_003__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,5,DIRECT_ONE_STEP,-0.00520026798957,-0.00520028869596,True,True,False,False,False
prospective_subject_003__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,6,DIRECT_ONE_STEP,-0.00514289122757,-0.00514291225347,True,True,False,False,False
prospective_subject_003__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00537385232144,-0.00537705894022,True,True,False,False,False
prospective_subject_003__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,3,DIRECT_ONE_STEP,-0.00531555713659,-0.00531557720428,True,True,False,False,False
prospective_subject_003__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,4,DIRECT_ONE_STEP,-0.00525782877366,-0.00525784916059,True,True,False,False,False
prospective_subject_003__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,5,DIRECT_ONE_STEP,-0.00520026798957,-0.00520028869596,True,True,False,False,False
prospective_subject_003__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,6,DIRECT_ONE_STEP,-0.00514289122757,-0.00514291225347,True,True,False,False,False
prospective_subject_003__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00537385232144,-0.00537705894022,True,True,False,False,False
prospective_subject_003__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,3,DIRECT_ONE_STEP,-0.00531555713659,-0.00531557720428,True,True,False,False,False
prospective_subject_003__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,4,DIRECT_ONE_STEP,-0.00525782877366,-0.00525784916059,True,True,False,False,False
prospective_subject_003__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,5,DIRECT_ONE_STEP,-0.00520026798957,-0.00520028869596,True,True,False,False,False
prospective_subject_003__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,6,DIRECT_ONE_STEP,-0.00514289122757,-0.00514291225347,True,True,False,False,False
prospective_subject_003__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00537385232144,-0.00537705894022,True,True,False,False,False
prospective_subject_003__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,3,DIRECT_ONE_STEP,-0.00531555713659,-0.00531557720428,True,True,False,False,False
prospective_subject_003__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,4,DIRECT_ONE_STEP,-0.00525782877366,-0.00525784916059,True,True,False,False,False
prospective_subject_003__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,5,DIRECT_ONE_STEP,-0.00520026798957,-0.00520028869596,True,True,False,False,False
prospective_subject_003__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,6,DIRECT_ONE_STEP,-0.00514289122757,-0.00514291225347,True,True,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,1,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011478334572,-0.00230328707568,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,2,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00114529473996,-0.00228604599605,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,3,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00114309159437,-0.00227144156536,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,4,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011409913135,-0.00225687035574,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,5,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00113895321857,-0.00224233271926,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,6,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011369549781,-0.00222782900798,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,7,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00113498332497,-0.00221335957388,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,8,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00113302988887,-0.00219892476881,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,9,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00113108913304,-0.00218452494439,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,10,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011291572529,-0.002170160452,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,11,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00112723155031,-0.00215583164266,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,12,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00112531006144,-0.00214153886702,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,13,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011233913245,-0.00212728247524,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,14,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00112147423085,-0.00211306281697,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,15,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011195579258,-0.00209888024124,False,False,False,False,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,16,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00111764174118,-0.00208473509644,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,2,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00557949000293,-0.00557949000293,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,3,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00557078085581,-0.00557078085581,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,4,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00556151457809,-0.00556151457809,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,5,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00555225251826,-0.00555225251826,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,6,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00554299474095,-0.00554299474095,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,7,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00553374130985,-0.00553374130985,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,8,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00552449228766,-0.00552449228766,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,9,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00551524773611,-0.00551524773611,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,10,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00550600771594,-0.00550600771594,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,11,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00549677228692,-0.00549677228692,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,12,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00548754150781,-0.00548754150781,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,13,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00547831543641,-0.00547831543641,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,14,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00546909412949,-0.00546909412949,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,15,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00545987764285,-0.00545987764285,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,16,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00545066603127,-0.00545066603127,True,True,False,True,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,17,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00544145934855,-0.00544145934855,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,1,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00568672647028,-0.0129156035515,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,2,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00567460137949,-0.0128301590765,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,3,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00566367918593,-0.0127447693566,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,4,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00565342273171,-0.0126596559732,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,5,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00564357283424,-0.0125748208465,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,6,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00563398655358,-0.0124902658908,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,7,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.0056245785833,-0.0124059930137,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,8,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00561529486124,-0.0123220041159,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,9,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.0056060994681,-0.0122383010905,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,10,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00559696761057,-0.012154885823,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,11,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00558788163012,-0.0120717601905,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,12,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.0055788286142,-0.0119889260613,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,13,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00556979890874,-0.0119063852947,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,14,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00556078515846,-0.0118241397401,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,15,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00555178166509,-0.011742191237,True,True,False,True,False
prospective_subject_001__nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,16,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00554278395165,-0.0116605416144,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,3,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00622034518649,-0.00622034518661,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,4,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.0062058287499,-0.00620582875002,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,5,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00619132074888,-0.006191320749,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,6,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00617682140131,-0.00617682140143,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,7,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.006162330924,-0.00616233092412,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,8,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00614784953269,-0.0061478495328,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,9,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00613337744198,-0.00613337744209,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,10,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00611891486541,-0.00611891486552,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,11,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00610446201536,-0.00610446201547,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,12,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00609001910311,-0.00609001910322,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,13,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00607558633876,-0.00607558633887,True,True,False,True,False
prospective_subject_002__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,14,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00606116393129,-0.00606116393139,True,True,False,True,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,4,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00623327479228,-0.00674102521991,True,True,False,True,False
