case_id,bo_variant,access_order,trajectory_id,access_role,query_frozen_before_truth,truth_authorization_token
prospective_subject_001__nonlinear_stiffness_strong,BO_A_FULL_FEASIBLE,3,asym_h-4.000_k-5.000_p+0.02250,SEQUENTIAL_BO_QUERY,True,b794a31d009abcfa58cc525caaacdf385f7ece2166d76ca40f6a0e7f2f7aa495
prospective_subject_001__nonlinear_stiffness_strong,BO_A_FULL_FEASIBLE,4,asym_h-5.000_k-4.250_p+0.02250,SEQUENTIAL_BO_QUERY,True,62bcda0d59c1da24b99da5fabf2495d5477edd1b332856e0048ac82cb62ea022
prospective_subject_001__nonlinear_stiffness_strong,BO_A_FULL_FEASIBLE,5,asym_h-5.000_k-5.000_p-0.02750,SEQUENTIAL_BO_QUERY,True,b1a1577ef05587dc418482be98e2b9f4d59cce8190d53e05879c177f4d22a058
prospective_subject_001__nonlinear_stiffness_strong,BO_B_MODEL_SCREENED,0,REFERENCE,NORMALIZATION_REFERENCE,True,
prospective_subject_001__nonlinear_stiffness_strong,BO_B_MODEL_SCREENED,1,asym_h-5.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,973de2d68edf561b94e3ff86fc042eebaed6c5f462457980db52b2f54bb5f6be
prospective_subject_001__nonlinear_stiffness_strong,BO_B_MODEL_SCREENED,2,asym_h-5.000_k-5.000_p+0.01750,SEQUENTIAL_BO_QUERY,True,b220eb5d5d0dadabe1f0717ad670871f7c85b1a51266a40cabdeaed191e91a0b
prospective_subject_001__nonlinear_stiffness_strong,BO_B_MODEL_SCREENED,3,asym_h-4.000_k-5.000_p+0.02250,SEQUENTIAL_BO_QUERY,True,b794a31d009abcfa58cc525caaacdf385f7ece2166d76ca40f6a0e7f2f7aa495
prospective_subject_001__nonlinear_stiffness_strong,BO_B_MODEL_SCREENED,4,asym_h-5.000_k-4.250_p+0.02250,SEQUENTIAL_BO_QUERY,True,62bcda0d59c1da24b99da5fabf2495d5477edd1b332856e0048ac82cb62ea022
prospective_subject_001__nonlinear_stiffness_strong,BO_B_MODEL_SCREENED,5,asym_h-5.000_k-5.000_p-0.02750,SEQUENTIAL_BO_QUERY,True,b1a1577ef05587dc418482be98e2b9f4d59cce8190d53e05879c177f4d22a058
prospective_subject_001__nonlinear_stiffness_strong,POST_ALL_BO_VARIANTS,999,ALL_21025,POST_RUN_ORACLE_EVALUATION,True,
prospective_subject_002__matched_linear,BO_A_FULL_FEASIBLE,0,REFERENCE,NORMALIZATION_REFERENCE,True,
prospective_subject_002__matched_linear,BO_A_FULL_FEASIBLE,1,asym_h-1.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,26857f469e87202a87f6bdfaf3a097195a9d08d724a902dd036f54ae205d5acc
prospective_subject_002__matched_linear,BO_A_FULL_FEASIBLE,2,asym_h+2.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,07857804fb0fc975babac4cf68cee347284dfa45b0ce4fda8575a4d3c71e23f6
prospective_subject_002__matched_linear,BO_A_FULL_FEASIBLE,3,asym_h+2.000_k-5.000_p+0.02000,SEQUENTIAL_BO_QUERY,True,7256c269f4f757c8b33f4dfe6a796ee6c2f6d768ce7d6d01a772e82fd06a49fe
prospective_subject_002__matched_linear,BO_A_FULL_FEASIBLE,4,asym_h+2.000_k-5.000_p-0.02750,SEQUENTIAL_BO_QUERY,True,39b34b15145cfb84a0200ab8b53489e8925f5b794f30945c9953d544c04a39b7
prospective_subject_002__matched_linear,BO_A_FULL_FEASIBLE,5,asym_h+2.000_k-5.000_p+0.02750,SEQUENTIAL_BO_QUERY,True,813f4eb0bc02df4eaac2a06d6d497b009ea1fc652956816dd289782d2fd143bd
prospective_subject_002__matched_linear,BO_B_MODEL_SCREENED,0,REFERENCE,NORMALIZATION_REFERENCE,True,
prospective_subject_002__matched_linear,BO_B_MODEL_SCREENED,1,asym_h-1.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,26857f469e87202a87f6bdfaf3a097195a9d08d724a902dd036f54ae205d5acc
prospective_subject_002__matched_linear,BO_B_MODEL_SCREENED,2,asym_h-1.000_k-5.000_p+0.02000,SEQUENTIAL_BO_QUERY,True,31e338ac82fdef7dfd426ae409a5fab99bb70f6c1e4ca14521e203636ac268bd
prospective_subject_002__matched_linear,BO_B_MODEL_SCREENED,3,asym_h-1.000_k-5.000_p-0.02750,SEQUENTIAL_BO_QUERY,True,e770d2aacca498cbe34244c39af135c5a2ca5b7a6343821992cc2cb6f501f5f8
prospective_subject_002__matched_linear,BO_B_MODEL_SCREENED,4,asym_h-1.250_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,b85377f68b823ba162502c35f88b6ebf601f8d2e23d2234e2a656b2f38b3e9d7
prospective_subject_002__matched_linear,BO_B_MODEL_SCREENED,5,asym_h-1.000_k-5.000_p+0.02750,SEQUENTIAL_BO_QUERY,True,4bca405160a80e74a1c928cdd23538ba33652169da0406b9ffd011b26e742e3b
prospective_subject_002__matched_linear,POST_ALL_BO_VARIANTS,999,ALL_21025,POST_RUN_ORACLE_EVALUATION,True,
prospective_subject_002__hip_knee_coupling_strong,BO_A_FULL_FEASIBLE,0,REFERENCE,NORMALIZATION_REFERENCE,True,
prospective_subject_002__hip_knee_coupling_strong,BO_A_FULL_FEASIBLE,1,asym_h+1.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,c5a2cf4719ce2a6f55af464ba5ee754fabe985cff4d9d09b76ad03bb06b55472
prospective_subject_002__hip_knee_coupling_strong,BO_A_FULL_FEASIBLE,2,asym_h+2.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,07857804fb0fc975babac4cf68cee347284dfa45b0ce4fda8575a4d3c71e23f6
prospective_subject_002__hip_knee_coupling_strong,BO_A_FULL_FEASIBLE,3,asym_h+2.000_k-5.000_p+0.02000,SEQUENTIAL_BO_QUERY,True,7256c269f4f757c8b33f4dfe6a796ee6c2f6d768ce7d6d01a772e82fd06a49fe
prospective_subject_002__hip_knee_coupling_strong,BO_A_FULL_FEASIBLE,4,asym_h+2.000_k-5.000_p-0.02750,SEQUENTIAL_BO_QUERY,True,39b34b15145cfb84a0200ab8b53489e8925f5b794f30945c9953d544c04a39b7
prospective_subject_002__hip_knee_coupling_strong,BO_A_FULL_FEASIBLE,5,asym_h+2.000_k-5.000_p-0.00500,SEQUENTIAL_BO_QUERY,True,f0d9e336a3323c865afc7e420206b0ef4732553d721fea1a68f58ca8d0bf3164
prospective_subject_002__hip_knee_coupling_strong,BO_B_MODEL_SCREENED,0,REFERENCE,NORMALIZATION_REFERENCE,True,
prospective_subject_002__hip_knee_coupling_strong,BO_B_MODEL_SCREENED,1,asym_h+1.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,c5a2cf4719ce2a6f55af464ba5ee754fabe985cff4d9d09b76ad03bb06b55472
prospective_subject_002__hip_knee_coupling_strong,BO_B_MODEL_SCREENED,2,asym_h+1.000_k-5.000_p+0.02000,SEQUENTIAL_BO_QUERY,True,1b63170547001133b11261064a8eda8078b01e510ce54c04cac4d4c447f4170f
prospective_subject_002__hip_knee_coupling_strong,BO_B_MODEL_SCREENED,3,asym_h+0.250_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,3c53cf3cf99912ec233da12406921e1c8e16cfa852d9a1c8fc1379f8f730adc5
prospective_subject_002__hip_knee_coupling_strong,BO_B_MODEL_SCREENED,4,asym_h+1.000_k-5.000_p-0.02750,SEQUENTIAL_BO_QUERY,True,a12caccc11509fbdd424f4f6398fb53715cdb8b1dee5993bead4a870942c47db
prospective_subject_002__hip_knee_coupling_strong,BO_B_MODEL_SCREENED,5,asym_h+1.000_k-5.000_p-0.00250,SEQUENTIAL_BO_QUERY,True,2244d43de4e5179fe6af92d05639e4852b30a5f69e18679638eb3065462e0c7e
prospective_subject_002__hip_knee_coupling_strong,POST_ALL_BO_VARIANTS,999,ALL_21025,POST_RUN_ORACLE_EVALUATION,True,
prospective_subject_003__matched_linear,BO_A_FULL_FEASIBLE,0,REFERENCE,NORMALIZATION_REFERENCE,True,
prospective_subject_003__matched_linear,BO_A_FULL_FEASIBLE,1,asym_h-1.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,26857f469e87202a87f6bdfaf3a097195a9d08d724a902dd036f54ae205d5acc
prospective_subject_003__matched_linear,BO_A_FULL_FEASIBLE,2,asym_h+2.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,07857804fb0fc975babac4cf68cee347284dfa45b0ce4fda8575a4d3c71e23f6
prospective_subject_003__matched_linear,BO_A_FULL_FEASIBLE,3,asym_h+2.000_k-5.000_p+0.02000,SEQUENTIAL_BO_QUERY,True,7256c269f4f757c8b33f4dfe6a796ee6c2f6d768ce7d6d01a772e82fd06a49fe
prospective_subject_003__matched_linear,BO_A_FULL_FEASIBLE,4,asym_h+2.000_k-5.000_p-0.02000,SEQUENTIAL_BO_QUERY,True,b948876f691949ffae64cc66a6cf4e04d6e74eadcb114b3ff6191756b8e79ba2
prospective_subject_003__matched_linear,BO_A_FULL_FEASIBLE,5,asym_h+2.000_k-5.000_p+0.02750,SEQUENTIAL_BO_QUERY,True,813f4eb0bc02df4eaac2a06d6d497b009ea1fc652956816dd289782d2fd143bd
prospective_subject_003__matched_linear,BO_B_MODEL_SCREENED,0,REFERENCE,NORMALIZATION_REFERENCE,True,
prospective_subject_003__matched_linear,BO_B_MODEL_SCREENED,1,asym_h-1.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,26857f469e87202a87f6bdfaf3a097195a9d08d724a902dd036f54ae205d5acc
prospective_subject_003__matched_linear,BO_B_MODEL_SCREENED,2,asym_h-1.000_k-5.000_p+0.02000,SEQUENTIAL_BO_QUERY,True,31e338ac82fdef7dfd426ae409a5fab99bb70f6c1e4ca14521e203636ac268bd
prospective_subject_003__matched_linear,BO_B_MODEL_SCREENED,3,asym_h-1.250_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,8304f9cf969115e6e930586590a2e18c900d1959200ad3224d4297f0fee6de96
prospective_subject_003__matched_linear,BO_B_MODEL_SCREENED,4,asym_h-1.000_k-5.000_p-0.02000,SEQUENTIAL_BO_QUERY,True,201503d5dfbcb36c3804366fac439334ad479774ad560c9a0542b435d30df805
prospective_subject_003__matched_linear,BO_B_MODEL_SCREENED,5,asym_h-1.000_k-5.000_p+0.02750,SEQUENTIAL_BO_QUERY,True,4bca405160a80e74a1c928cdd23538ba33652169da0406b9ffd011b26e742e3b
prospective_subject_003__matched_linear,POST_ALL_BO_VARIANTS,999,ALL_21025,POST_RUN_ORACLE_EVALUATION,True,
prospective_subject_003__combined_strong,BO_A_FULL_FEASIBLE,0,REFERENCE,NORMALIZATION_REFERENCE,True,
prospective_subject_003__combined_strong,BO_A_FULL_FEASIBLE,1,asym_h-5.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,973de2d68edf561b94e3ff86fc042eebaed6c5f462457980db52b2f54bb5f6be
prospective_subject_003__combined_strong,BO_A_FULL_FEASIBLE,2,asym_h-5.000_k-5.000_p+0.01750,SEQUENTIAL_BO_QUERY,True,b220eb5d5d0dadabe1f0717ad670871f7c85b1a51266a40cabdeaed191e91a0b
prospective_subject_003__combined_strong,BO_A_FULL_FEASIBLE,3,asym_h-4.000_k-5.000_p+0.02250,SEQUENTIAL_BO_QUERY,True,b794a31d009abcfa58cc525caaacdf385f7ece2166d76ca40f6a0e7f2f7aa495
prospective_subject_003__combined_strong,BO_A_FULL_FEASIBLE,4,asym_h-5.000_k-4.250_p+0.02250,SEQUENTIAL_BO_QUERY,True,62bcda0d59c1da24b99da5fabf2495d5477edd1b332856e0048ac82cb62ea022
prospective_subject_003__combined_strong,BO_A_FULL_FEASIBLE,5,asym_h-5.000_k-5.000_p-0.02750,SEQUENTIAL_BO_QUERY,True,b1a1577ef05587dc418482be98e2b9f4d59cce8190d53e05879c177f4d22a058
prospective_subject_003__combined_strong,BO_B_MODEL_SCREENED,0,REFERENCE,NORMALIZATION_REFERENCE,True,
prospective_subject_003__combined_strong,BO_B_MODEL_SCREENED,1,asym_h-5.000_k-5.000_p+0.03000,SEQUENTIAL_BO_QUERY,True,973de2d68edf561b94e3ff86fc042eebaed6c5f462457980db52b2f54bb5f6be
prospective_subject_003__combined_strong,BO_B_MODEL_SCREENED,2,asym_h-5.000_k-5.000_p+0.01750,SEQUENTIAL_BO_QUERY,True,b220eb5d5d0dadabe1f0717ad670871f7c85b1a51266a40cabdeaed191e91a0b
prospective_subject_003__combined_strong,BO_B_MODEL_SCREENED,3,asym_h-4.000_k-5.000_p+0.02250,SEQUENTIAL_BO_QUERY,True,b794a31d009abcfa58cc525caaacdf385f7ece2166d76ca40f6a0e7f2f7aa495
prospective_subject_003__combined_strong,BO_B_MODEL_SCREENED,4,asym_h-5.000_k-4.250_p+0.02250,SEQUENTIAL_BO_QUERY,True,62bcda0d59c1da24b99da5fabf2495d5477edd1b332856e0048ac82cb62ea022
prospective_subject_003__combined_strong,BO_B_MODEL_SCREENED,5,asym_h-5.000_k-5.000_p-0.02750,SEQUENTIAL_BO_QUERY,True,b1a1577ef05587dc418482be98e2b9f4d59cce8190d53e05879c177f4d22a058
prospective_subject_003__combined_strong,POST_ALL_BO_VARIANTS,999,ALL_21025,POST_RUN_ORACLE_EVALUATION,True,
