case_id,bo_variant,query_index,trajectory_id,hip_delta,knee_delta,phase_delta,J_pred,J_truth,residual,truth_was_queried,posterior_residual_mean_before_query,posterior_std_before_query,posterior_total_J_mean_before_query,acquisition_EI,query_rule,incumbent_before_query,fitted_kernel_before_query,truth_authorization_token,unqueried_truth_used,subject_id,scenario_name,case_class,development_origin,mismatch_family,mismatch_level,model_mismatch_terms,truth_generator_parameters_json,truth_generator_seed
knee_stiff__matched_linear,BO_B_MODEL_SCREENED,5,asym_h-1.000_k-5.000_p-0.00250,-1,-5,-0.0025,0.979480757525,0.979480757525,-1.11022302463e-16,True,0,1.55518851719e-05,0.979480757525,3.67972060469e-57,EXPECTED_IMPROVEMENT_MAXIMUM,0.97924745354,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",e8dcae9f6b94dde489c7596ff3927236f861186247c4bd44974b0230c0f4a644,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_A_FULL_FEASIBLE,1,asym_h-1.000_k-5.000_p+0.00500,-1,-5,0.005,0.970183211066,0.970183211066,0,True,0,0.01,0.970183211066,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,6dcc80859c709a58546de84662781eae4c62664b911710e5501b20fed695ef35,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_A_FULL_FEASIBLE,2,asym_h+2.000_k-5.000_p+0.00250,2,-5,0.0025,0.963203117167,0.963203117167,1.11022302463e-16,True,0,9.78146024762e-05,0.963203117167,0.00698009389859,EXPECTED_IMPROVEMENT_MAXIMUM,0.970183211066,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-12)",e3dbb5c6fe78895094a587c3dfe5dead8e1327a3da6247a5f44abccb72604797,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_A_FULL_FEASIBLE,3,asym_h+2.000_k-5.000_p+0.01250,2,-5,0.0125,0.963214243483,0.963214243483,1.11022302463e-16,True,1.04242880822e-16,2.10181497586e-05,0.963214243483,3.97005069756e-06,EXPECTED_IMPROVEMENT_MAXIMUM,0.963203117167,"0.0001**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",ec54ab64fff0939750e6f1a440841bd98b247c84f05f786af4af0bf9647abb36,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_A_FULL_FEASIBLE,4,asym_h+2.000_k-5.000_p+0.00000,2,-5,0,0.963204181315,0.963204181315,0,True,1.09971509046e-16,2.3475637795e-06,0.963204181315,4.99074697009e-07,EXPECTED_IMPROVEMENT_MAXIMUM,0.963203117167,"0.0001**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",97ba036986ef6c5015130e71f0a1dc88155c681f1e659a03cb595e0809328b49,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_A_FULL_FEASIBLE,5,asym_h+2.000_k-5.000_p+0.00500,2,-5,0.005,0.963203592718,0.963203592718,1.11022302463e-16,True,1.29570878193e-16,1.6253760079e-06,0.963203592718,4.38213067658e-07,EXPECTED_IMPROVEMENT_MAXIMUM,0.963203117167,"0.0001**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",745aa8a626df8b9a79412ab39cc1eb10e92ae87a997527ef083c306d77aff890,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_B_MODEL_SCREENED,1,asym_h-1.000_k-5.000_p+0.00500,-1,-5,0.005,0.970183211066,0.970183211066,0,True,0,0.01,0.970183211066,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,6dcc80859c709a58546de84662781eae4c62664b911710e5501b20fed695ef35,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_B_MODEL_SCREENED,2,asym_h-1.000_k-5.000_p+0.01750,-1,-5,0.0175,0.970200066639,0.970200066639,0,True,0,7.81665034643e-05,0.970200066639,2.34783542198e-05,EXPECTED_IMPROVEMENT_MAXIMUM,0.970183211066,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-12)",6e5d00acdab5eb2bd218aaab3ce9b092ac45e25ba8b838f128e994d44f30a71b,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_B_MODEL_SCREENED,3,asym_h-1.000_k-5.000_p+0.00750,-1,-5,0.0075,0.970183426499,0.970183426499,1.11022302463e-16,True,0,1.9026074524e-06,0.970183426499,6.56174589863e-07,EXPECTED_IMPROVEMENT_MAXIMUM,0.970183211066,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",c662c21a58dd8de12bff72348a4dddebc2385a4d13a42a92acf93bf838b11ac1,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_B_MODEL_SCREENED,4,asym_h-1.000_k-5.000_p+0.00250,-1,-5,0.0025,0.970184576145,0.970184576145,0,True,-5.38969160239e-17,2.35437094649e-06,0.970184576145,4.10317683077e-07,EXPECTED_IMPROVEMENT_MAXIMUM,0.970183211066,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",39a68ae6f6f6a4021506087d1a0bb2e808c2b92456ece24c80665abf97cc0084,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
heavy_leg__matched_linear,BO_B_MODEL_SCREENED,5,asym_h-1.000_k-5.000_p+0.01000,-1,-5,0.01,0.970185241636,0.970185241636,0,True,9.07882494472e-17,1.48139466672e-06,0.970185241636,5.79198369323e-08,EXPECTED_IMPROVEMENT_MAXIMUM,0.970183211066,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",6500a41be4e8a8ebdced1af14529f15d882ea89b2c1d479627509b7c6aee9913,False,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
baseline__nonlinear_stiffness_mild,BO_A_FULL_FEASIBLE,1,asym_h+1.000_k-5.000_p+0.03000,1,-5,0.03,0.971648569819,0.964639678172,-0.00700889164658,True,0,0.01,0.971648569819,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,c5a2cf4719ce2a6f55af464ba5ee754fabe985cff4d9d09b76ad03bb06b55472,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__nonlinear_stiffness_mild,BO_A_FULL_FEASIBLE,2,asym_h+2.000_k-5.000_p+0.03000,2,-5,0.03,0.970346966744,0.963719374456,-0.00662759228862,True,-0.00551051671371,0.0043311398297,0.964836450031,0.00163127178008,EXPECTED_IMPROVEMENT_MAXIMUM,0.964639678172,"0.00701**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-08)",07857804fb0fc975babac4cf68cee347284dfa45b0ce4fda8575a4d3c71e23f6,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__nonlinear_stiffness_mild,BO_A_FULL_FEASIBLE,3,asym_h+2.000_k-5.000_p+0.02000,2,-5,0.02,0.970389052582,0.963691086918,-0.00669796566391,True,-0.00486303717712,0.00347085037419,0.965526015405,0.000664805855814,EXPECTED_IMPROVEMENT_MAXIMUM,0.963719374456,"0.00506**2 * Matern(length_scale=[2, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1.96e-12)",7256c269f4f757c8b33f4dfe6a796ee6c2f6d768ce7d6d01a772e82fd06a49fe,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__nonlinear_stiffness_mild,BO_A_FULL_FEASIBLE,4,asym_h+2.000_k-5.000_p-0.02500,2,-5,-0.025,0.970677804553,0.963758595695,-0.00691920885813,True,-0.00439279756095,0.00254437325535,0.966285006992,0.000204240764676,EXPECTED_IMPROVEMENT_MAXIMUM,0.963691086918,"0.00417**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=3.64e-12)",2fb77943cb28abdc81838806dff9849376ea7d23a4b056912a604917f9946a56,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__nonlinear_stiffness_mild,BO_A_FULL_FEASIBLE,5,asym_h+2.000_k-5.000_p-0.00750,2,-5,-0.0075,0.97054802092,0.963694336797,-0.00685368412309,True,-0.00696093064281,0.000609060487138,0.963587090278,0.000298511798332,EXPECTED_IMPROVEMENT_MAXIMUM,0.963691086918,"0.00417**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",841282d60671b79926cc76e08c0d6ab9d08f110f30a2233a45854a02667b7d8d,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__nonlinear_stiffness_mild,BO_B_MODEL_SCREENED,1,asym_h+1.000_k-5.000_p+0.03000,1,-5,0.03,0.971648569819,0.964639678172,-0.00700889164658,True,0,0.01,0.971648569819,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,c5a2cf4719ce2a6f55af464ba5ee754fabe985cff4d9d09b76ad03bb06b55472,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__nonlinear_stiffness_mild,BO_B_MODEL_SCREENED,2,asym_h+1.000_k-5.000_p+0.01750,1,-5,0.0175,0.971703376596,0.964607515487,-0.00709586110934,True,-0.00437132545611,0.0054786935643,0.96733205114,0.00109823090912,EXPECTED_IMPROVEMENT_MAXIMUM,0.964639678172,"0.00701**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-08)",21666b670ebfc512914c172e238e9ba575824caff7fdb0f63f200fbbac85e3a8,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__nonlinear_stiffness_mild,BO_B_MODEL_SCREENED,3,asym_h+0.250_k-5.000_p+0.02250,0.25,-5,0.0225,0.972682140059,0.965342920172,-0.00733921988621,True,-0.00618935650047,0.0024892935148,0.966492783558,0.000322386359936,EXPECTED_IMPROVEMENT_MAXIMUM,0.964607515487,"0.00504**2 * Matern(length_scale=[0.5, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1.74e-12)",49b31d2c38acc57c63c44a7552ef572f489c76b7d9dd327c0d2f5fe5aaa57251,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__nonlinear_stiffness_mild,BO_B_MODEL_SCREENED,4,asym_h+1.000_k-5.000_p-0.02750,1,-5,-0.0275,0.972005239062,0.964697821398,-0.00730741766477,True,-0.00448632910897,0.00265332780164,0.967518909953,0.000183057988451,EXPECTED_IMPROVEMENT_MAXIMUM,0.964607515487,"0.00428**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1.65e-12)",a12caccc11509fbdd424f4f6398fb53715cdb8b1dee5993bead4a870942c47db,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__nonlinear_stiffness_mild,BO_B_MODEL_SCREENED,5,asym_h+1.000_k-5.000_p-0.01000,1,-5,-0.01,0.971870608824,0.96462447387,-0.00724613495462,True,-0.00733776180764,0.000652806629355,0.964532847017,0.000299468154909,EXPECTED_IMPROVEMENT_MAXIMUM,0.964607515487,"0.00435**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1.38e-12)",65a6b601229fe78381324dce7893919289bec0f1b90511b362fc5095c228a7da,False,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803
baseline__hip_knee_coupling_mild,BO_A_FULL_FEASIBLE,1,asym_h+1.000_k-5.000_p+0.03000,1,-5,0.03,0.969130694798,0.968240712058,-0.000889982739408,True,0,0.01,0.969130694798,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,c5a2cf4719ce2a6f55af464ba5ee754fabe985cff4d9d09b76ad03bb06b55472,False,baseline,hip_knee_coupling_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,hip_knee_coupling,MILD,hip_knee_coupling,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.4,""k_coupling_nm_per_rad"":1.5,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260805
baseline__hip_knee_coupling_mild,BO_A_FULL_FEASIBLE,2,asym_h+2.000_k-5.000_p+0.03000,2,-5,0.03,0.967486576954,0.966418561408,-0.00106801554618,True,-0.00069182600947,0.000559864182719,0.966794750945,0.00144682699016,EXPECTED_IMPROVEMENT_MAXIMUM,0.968240712058,"0.000885**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=9.1e-09)",07857804fb0fc975babac4cf68cee347284dfa45b0ce4fda8575a4d3c71e23f6,False,baseline,hip_knee_coupling_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,hip_knee_coupling,MILD,hip_knee_coupling,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.4,""k_coupling_nm_per_rad"":1.5,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260805
baseline__hip_knee_coupling_mild,BO_A_FULL_FEASIBLE,3,asym_h+2.000_k-5.000_p+0.02000,2,-5,0.02,0.967499103076,0.966421596264,-0.00107750681256,True,-0.000764308550396,0.000671613235221,0.966734794526,0.000138982845536,EXPECTED_IMPROVEMENT_MAXIMUM,0.966418561408,"0.000979**2 * Matern(length_scale=[2, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-12)",7256c269f4f757c8b33f4dfe6a796ee6c2f6d768ce7d6d01a772e82fd06a49fe,False,baseline,hip_knee_coupling_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,hip_knee_coupling,MILD,hip_knee_coupling,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.4,""k_coupling_nm_per_rad"":1.5,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260805
baseline__hip_knee_coupling_mild,BO_A_FULL_FEASIBLE,4,asym_h+2.000_k-5.000_p-0.01500,2,-5,-0.015,0.967655703451,0.966565176902,-0.00109052654856,True,-0.000804082878932,0.000337882886953,0.966851620572,1.59919672026e-05,EXPECTED_IMPROVEMENT_MAXIMUM,0.966418561408,"0.00071**2 * Matern(length_scale=[1.45, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",281881c8987f512f284200b63cda8b6fe38a4f3b42bd93969f3f046ca14f658c,False,baseline,hip_knee_coupling_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,hip_knee_coupling,MILD,hip_knee_coupling,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.4,""k_coupling_nm_per_rad"":1.5,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260805
baseline__hip_knee_coupling_mild,BO_A_FULL_FEASIBLE,5,asym_h+2.000_k-5.000_p+0.00500,2,-5,0.005,0.967545025089,0.966457999098,-0.00108702599151,True,-0.00109081087322,5.67880797394e-05,0.966454214216,9.15257445286e-06,EXPECTED_IMPROVEMENT_MAXIMUM,0.966418561408,"0.000676**2 * Matern(length_scale=[1.38, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",745aa8a626df8b9a79412ab39cc1eb10e92ae87a997527ef083c306d77aff890,False,baseline,hip_knee_coupling_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,hip_knee_coupling,MILD,hip_knee_coupling,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.4,""k_coupling_nm_per_rad"":1.5,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260805
baseline__hip_knee_coupling_mild,BO_B_MODEL_SCREENED,1,asym_h+1.000_k-5.000_p+0.03000,1,-5,0.03,0.969130694798,0.968240712058,-0.000889982739408,True,0,0.01,0.969130694798,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,c5a2cf4719ce2a6f55af464ba5ee754fabe985cff4d9d09b76ad03bb06b55472,False,baseline,hip_knee_coupling_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,hip_knee_coupling,MILD,hip_knee_coupling,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.4,""k_coupling_nm_per_rad"":1.5,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260805
baseline__hip_knee_coupling_mild,BO_B_MODEL_SCREENED,2,asym_h+1.000_k-5.000_p+0.02000,1,-5,0.02,0.969144445963,0.968245449104,-0.000898996859172,True,-0.000640258449294,0.000618175262278,0.968504187514,0.000136945524182,EXPECTED_IMPROVEMENT_MAXIMUM,0.968240712058,"0.000885**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=9.1e-09)",1b63170547001133b11261064a8eda8078b01e510ce54c04cac4d4c447f4170f,False,baseline,hip_knee_coupling_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,hip_knee_coupling,MILD,hip_knee_coupling,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.4,""k_coupling_nm_per_rad"":1.5,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260805
