subject_id,trajectory_id,axis_value,J_truth,profile_axis,axis_step,truth_role
hip_stiff,asym_h+0.000_k+0.000_p+0.01750,0.0175,0.999827100517,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.02000,0.02,0.999806628366,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.02250,0.0225,0.999787161576,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.02500,0.025,0.999768501579,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.02750,0.0275,0.999750815293,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.03000,0.03,0.999734347738,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-5.000_k+0.000_p+0.00000,-5,1.00768896277,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-4.750_k+0.000_p+0.00000,-4.75,1.00729303082,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-4.500_k+0.000_p+0.00000,-4.5,1.00689820011,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-4.250_k+0.000_p+0.00000,-4.25,1.00650448453,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-4.000_k+0.000_p+0.00000,-4,1.00611189794,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-3.750_k+0.000_p+0.00000,-3.75,1.00572045408,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-3.500_k+0.000_p+0.00000,-3.5,1.00533016665,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-3.250_k+0.000_p+0.00000,-3.25,1.00494104924,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-3.000_k+0.000_p+0.00000,-3,1.00455311538,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-2.750_k+0.000_p+0.00000,-2.75,1.00416637851,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-2.500_k+0.000_p+0.00000,-2.5,1.003780852,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-2.250_k+0.000_p+0.00000,-2.25,1.00339654913,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-2.000_k+0.000_p+0.00000,-2,1.00301348311,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-1.750_k+0.000_p+0.00000,-1.75,1.00263166707,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-1.500_k+0.000_p+0.00000,-1.5,1.00225111405,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-1.250_k+0.000_p+0.00000,-1.25,1.001871837,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-1.000_k+0.000_p+0.00000,-1,1.00149384882,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-0.750_k+0.000_p+0.00000,-0.75,1.00111716231,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-0.500_k+0.000_p+0.00000,-0.5,1.00074179017,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h-0.250_k+0.000_p+0.00000,-0.25,1.00036774504,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.00000,0,1,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.250_k+0.000_p+0.00000,0.25,0.999623685946,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.500_k+0.000_p+0.00000,0.5,0.999253696834,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.750_k+0.000_p+0.00000,0.75,0.99888508444,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+1.000_k+0.000_p+0.00000,1,0.998517860983,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+1.250_k+0.000_p+0.00000,1.25,0.998152038596,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+1.500_k+0.000_p+0.00000,1.5,0.997787629327,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+1.750_k+0.000_p+0.00000,1.75,0.997424645141,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+2.000_k+0.000_p+0.00000,2,0.997063097918,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-5.000_p+0.00000,-5,0.977957767831,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-4.750_p+0.00000,-4.75,0.97904237901,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-4.500_p+0.00000,-4.5,0.980128829532,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-4.250_p+0.00000,-4.25,0.981217120406,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-4.000_p+0.00000,-4,0.982307252626,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-3.750_p+0.00000,-3.75,0.983399227179,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-3.500_p+0.00000,-3.5,0.984493045041,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-3.250_p+0.00000,-3.25,0.985588707175,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-3.000_p+0.00000,-3,0.986686214535,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-2.750_p+0.00000,-2.75,0.987785568062,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-2.500_p+0.00000,-2.5,0.988886768687,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-2.250_p+0.00000,-2.25,0.989989817328,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-2.000_p+0.00000,-2,0.991094714891,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-1.750_p+0.00000,-1.75,0.992201462271,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-1.500_p+0.00000,-1.5,0.99331006035,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-1.250_p+0.00000,-1.25,0.994420509997,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-1.000_p+0.00000,-1,0.995532812069,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-0.750_p+0.00000,-0.75,0.99664696741,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-0.500_p+0.00000,-0.5,0.997762976849,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k-0.250_p+0.00000,-0.25,0.998880841206,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.00000,0,1,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.250_p+0.00000,0.25,1.00112213787,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.500_p+0.00000,0.5,1.00224557174,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.750_p+0.00000,0.75,1.00337086367,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+1.000_p+0.00000,1,1.00449801439,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+1.250_p+0.00000,1.25,1.00562702464,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+1.500_p+0.00000,1.5,1.00675789514,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+1.750_p+0.00000,1.75,1.00789062659,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+2.000_p+0.00000,2,1.00902521969,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.03000,-0.03,1.00022483399,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.02750,-0.0275,1.00020889763,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.02500,-0.025,1.00019224892,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.02250,-0.0225,1.00017508489,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.02000,-0.02,1.00015722167,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.01750,-0.0175,1.00013913296,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.01500,-0.015,1.00012056445,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.01250,-0.0125,1.00010159289,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.01000,-0.01,1.00008213249,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.00750,-0.0075,1.00006230816,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.00500,-0.005,1.00004209673,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p-0.00250,-0.0025,1.00002150849,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.00000,0,1,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.00250,0.0025,0.999979333417,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.00500,0.005,0.999957782485,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.00750,0.0075,0.999935925963,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.01000,0.01,0.999913789968,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.01250,0.0125,0.999891421356,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.01500,0.015,0.999868777852,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.01750,0.0175,0.99984590006,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.02000,0.02,0.999822948772,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.02250,0.0225,0.999799710808,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.02500,0.025,0.999776236307,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.02750,0.0275,0.99975268304,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
knee_stiff,asym_h+0.000_k+0.000_p+0.03000,0.03,0.999729222401,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-5.000_k+0.000_p+0.00000,-5,1.01391806316,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-4.750_k+0.000_p+0.00000,-4.75,1.01317806585,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-4.500_k+0.000_p+0.00000,-4.5,1.0124425735,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-4.250_k+0.000_p+0.00000,-4.25,1.01171160485,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-4.000_k+0.000_p+0.00000,-4,1.01098517847,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-3.750_k+0.000_p+0.00000,-3.75,1.01026331281,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-3.500_k+0.000_p+0.00000,-3.5,1.00954602621,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-3.250_k+0.000_p+0.00000,-3.25,1.00883333687,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-3.000_k+0.000_p+0.00000,-3,1.00812526285,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-2.750_k+0.000_p+0.00000,-2.75,1.00742182209,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-2.500_k+0.000_p+0.00000,-2.5,1.0067230324,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-2.250_k+0.000_p+0.00000,-2.25,1.00602891144,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-2.000_k+0.000_p+0.00000,-2,1.00533947675,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-1.750_k+0.000_p+0.00000,-1.75,1.00465474574,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-1.500_k+0.000_p+0.00000,-1.5,1.00397473568,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-1.250_k+0.000_p+0.00000,-1.25,1.00329946369,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-1.000_k+0.000_p+0.00000,-1,1.00262894678,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-0.750_k+0.000_p+0.00000,-0.75,1.0019632018,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-0.500_k+0.000_p+0.00000,-0.5,1.00130224547,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h-0.250_k+0.000_p+0.00000,-0.25,1.00064609438,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.00000,0,1,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.250_k+0.000_p+0.00000,0.25,0.999348273538,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.500_k+0.000_p+0.00000,0.5,0.99870663625,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.750_k+0.000_p+0.00000,0.75,0.998069869126,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+1.000_k+0.000_p+0.00000,1,0.997437988045,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+1.250_k+0.000_p+0.00000,1.25,0.996811008744,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+1.500_k+0.000_p+0.00000,1.5,0.996188946817,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+1.750_k+0.000_p+0.00000,1.75,0.995571817713,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+2.000_k+0.000_p+0.00000,2,0.994959636738,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-5.000_p+0.00000,-5,0.967787438536,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-4.750_p+0.00000,-4.75,0.969332469575,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-4.500_p+0.00000,-4.5,0.970884344171,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-4.250_p+0.00000,-4.25,0.972443072835,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-4.000_p+0.00000,-4,0.974008665898,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-3.750_p+0.00000,-3.75,0.9755811335,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-3.500_p+0.00000,-3.5,0.9771604856,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-3.250_p+0.00000,-3.25,0.978746731969,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-3.000_p+0.00000,-3,0.980339882189,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-2.750_p+0.00000,-2.75,0.981939945657,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-2.500_p+0.00000,-2.5,0.983546931579,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-2.250_p+0.00000,-2.25,0.985160848972,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-2.000_p+0.00000,-2,0.986781706663,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-1.750_p+0.00000,-1.75,0.988409513288,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-1.500_p+0.00000,-1.5,0.990044277293,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-1.250_p+0.00000,-1.25,0.99168600693,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-1.000_p+0.00000,-1,0.993334710259,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-0.750_p+0.00000,-0.75,0.994990395147,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-0.500_p+0.00000,-0.5,0.996653069266,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k-0.250_p+0.00000,-0.25,0.998322740095,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.00000,0,1,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.250_p+0.00000,0.25,1.00168310082,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.500_p+0.00000,0.5,1.0033738047,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.750_p+0.00000,0.75,1.00507153324,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+1.000_p+0.00000,1,1.00677629295,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+1.250_p+0.00000,1.25,1.00848809013,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+1.500_p+0.00000,1.5,1.01020693088,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+1.750_p+0.00000,1.75,1.0119328211,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+2.000_p+0.00000,2,1.01366576651,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.03000,-0.03,1.00032768227,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.02750,-0.0275,1.00029175516,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.02500,-0.025,1.00025744308,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.02250,-0.0225,1.00022463281,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.02000,-0.02,1.00019307179,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.01750,-0.0175,1.0001631771,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.01500,-0.015,1.00013489808,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.01250,-0.0125,1.00010840469,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.01000,-0.01,1.00008347108,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.00750,-0.0075,1.00006003935,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
