pair_id,selection_hash,coordinate,trust_level,trust_step,location_class,trajectory_i,trajectory_j,alpha_i_hip,alpha_i_knee,alpha_i_phase,alpha_j_hip,alpha_j_knee,alpha_j_phase,delta_alpha_hip,delta_alpha_knee,delta_alpha_phase,alpha_distance_formal_grid_steps,alpha_distance_definition,canonical_orientation,reverse_pair_error_is_symmetric,inside_existing_generator_bounds,geometrically_admissible_pair,search_range_expanded,truth_used_for_pair_enumeration,final_truth_landscape_used_for_pair_enumeration,within_stratum_hash_rank,predicted_delta_J,truth_delta_J,e_delta_J,outcome_status,used_for_model_fitting,used_for_adaptation_update,heldout_final_test,used_by_P2_V1,formal_P2_V2_guard_input,threshold_frozen,plan_must_be_hashed_before_outcome_evaluation
dlv_pair_001a84cfb800ca2f5d2b8f6b,001a84cfb800ca2f5d2b8f6b88309ede9c73eb1614c4f93b271d9635812291ea,hip,HALF,0.5,INTERIOR,asym_h+0.500_k+1.500_p+0.02750,asym_h+1.000_k+1.500_p+0.02750,0.5,1.5,0.0275,1,1.5,0.0275,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001c82c97e3dc622feef4be0,001c82c97e3dc622feef4be09172fe1633e8a013b28307ccdc4d4f840bff0837,hip,HALF,0.5,INTERIOR,asym_h-3.750_k+1.750_p-0.01250,asym_h-3.250_k+1.750_p-0.01250,-3.75,1.75,-0.0125,-3.25,1.75,-0.0125,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_002384897c51013ed271b03f,002384897c51013ed271b03f8cc966178a8a4c131be2f946265fd3017cc72e2c,hip,HALF,0.5,INTERIOR,asym_h-1.000_k+1.000_p-0.01500,asym_h-0.500_k+1.000_p-0.01500,-1,1,-0.015,-0.5,1,-0.015,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0025b10da326881038a16ec8,0025b10da326881038a16ec8d0c6c19fb56acb510404735ed2872946341424c8,hip,HALF,0.5,INTERIOR,asym_h-4.250_k+0.250_p+0.02000,asym_h-3.750_k+0.250_p+0.02000,-4.25,0.25,0.02,-3.75,0.25,0.02,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0025fe64cfbc76b370cb088a,0025fe64cfbc76b370cb088aed5ac8c5ec3a567a428232f2ed6af6bd790c92a0,hip,HALF,0.5,INTERIOR,asym_h+0.000_k-1.250_p-0.02500,asym_h+0.500_k-1.250_p-0.02500,0,-1.25,-0.025,0.5,-1.25,-0.025,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_002587dc11c9376290061b45,002587dc11c9376290061b45df26cb36547dd922b50859afdbd60f3235742e65,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-3.000_p+0.01000,asym_h-4.500_k-3.000_p+0.01000,-5,-3,0.01,-4.5,-3,0.01,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_007b6f080be9e50803052318,007b6f080be9e5080305231881253e285e594b376d29356f36eb0b175cd753f6,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k+0.000_p-0.02250,asym_h-4.500_k+0.000_p-0.02250,-5,0,-0.0225,-4.5,0,-0.0225,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_01d533713eba349d73f5478f,01d533713eba349d73f5478f2e41ac4591c5ea57bad137870504c2200da3afe2,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-4.250_p+0.02000,asym_h-4.500_k-4.250_p+0.02000,-5,-4.25,0.02,-4.5,-4.25,0.02,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02144a5447fee12d38a9873c,02144a5447fee12d38a9873c386aff04aa1ccd3f5dae8bfdb65479facd1ae303,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-0.250_p-0.02000,asym_h-4.500_k-0.250_p-0.02000,-5,-0.25,-0.02,-4.5,-0.25,-0.02,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_021f9a5e1de58a46db7cfa04,021f9a5e1de58a46db7cfa040eaf8ab06c3d838d920db3ce86093dc57734eb1d,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-3.750_p+0.01750,asym_h-4.500_k-3.750_p+0.01750,-5,-3.75,0.0175,-4.5,-3.75,0.0175,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02447971c1ecd742f1a88338,02447971c1ecd742f1a88338e2810f927ca398162b0ce1daf52f48d394547cb2,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-1.500_p-0.00750,asym_h-4.500_k-1.500_p-0.00750,-5,-1.5,-0.0075,-4.5,-1.5,-0.0075,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0363db2b86a8c3aa91b584fe,0363db2b86a8c3aa91b584fe1503894aa8a0238b8c3d8b30134b71263c4a62ab,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-2.750_p+0.02500,asym_h-4.500_k-2.750_p+0.02500,-5,-2.75,0.025,-4.5,-2.75,0.025,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_039762d1512edef6bb2d2138,039762d1512edef6bb2d21389bfec5ea86babd703a55e83c56144b5cdc683eb5,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-0.500_p-0.00750,asym_h-4.500_k-0.500_p-0.00750,-5,-0.5,-0.0075,-4.5,-0.5,-0.0075,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_04101adadcaa8831d1561c8d,04101adadcaa8831d1561c8d994d82f8aeae41a92b4af7f235912f3f74051abd,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-3.500_p-0.02500,asym_h-4.500_k-3.500_p-0.02500,-5,-3.5,-0.025,-4.5,-3.5,-0.025,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0476ee86f88493149f4f4ffb,0476ee86f88493149f4f4ffb01631c877caed2b9b73b740a3584d50a21bc5946,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-3.000_p+0.00500,asym_h-4.500_k-3.000_p+0.00500,-5,-3,0.005,-4.5,-3,0.005,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_04be16c9f791611a62674aba,04be16c9f791611a62674aba70b8704c19ef3c8cdb723b75481fa1d5a558d592,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-3.750_p+0.02750,asym_h-4.500_k-3.750_p+0.02750,-5,-3.75,0.0275,-4.5,-3.75,0.0275,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_04e21e7c8442c7c810f5ef1d,04e21e7c8442c7c810f5ef1d2521d6793b918a850732064713df4bf662e5bdb2,hip,HALF,0.5,LOWER_EDGE,asym_h-5.000_k-4.250_p-0.02250,asym_h-4.500_k-4.250_p-0.02250,-5,-4.25,-0.0225,-4.5,-4.25,-0.0225,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00448b0e7ef9dd2d8428e5a5,00448b0e7ef9dd2d8428e5a5e541fa6a60cb4cf2b7cf840af7c0f981e9fcc0b1,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k+1.000_p-0.01750,asym_h+2.000_k+1.000_p-0.01750,1.5,1,-0.0175,2,1,-0.0175,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0077da5f3340ad166e3e7fca,0077da5f3340ad166e3e7fca483a030ecee721cf2b733b008057220d177a246e,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k-2.250_p+0.00750,asym_h+2.000_k-2.250_p+0.00750,1.5,-2.25,0.0075,2,-2.25,0.0075,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_010c2735f3f26e8210c4e41c,010c2735f3f26e8210c4e41ccca6e0cedc8f1d6fb9c6d79b34a3ae8f0320afbb,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k-3.750_p+0.01250,asym_h+2.000_k-3.750_p+0.01250,1.5,-3.75,0.0125,2,-3.75,0.0125,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0192bb1b7aae07abe3534ff7,0192bb1b7aae07abe3534ff78e18a18ea19d6d463569d31e5573fa4f9202b33d,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k+0.500_p-0.01500,asym_h+2.000_k+0.500_p-0.01500,1.5,0.5,-0.015,2,0.5,-0.015,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_019d72ed06224105a574824e,019d72ed06224105a574824e48b22fa16143ff332aa10ab54cb7342e8d375b63,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k-1.750_p-0.01500,asym_h+2.000_k-1.750_p-0.01500,1.5,-1.75,-0.015,2,-1.75,-0.015,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02511f8a4e4c9b8aac31a81d,02511f8a4e4c9b8aac31a81dc04c9bb695a29365878f1c042fb827e87735cad9,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k+2.000_p+0.00250,asym_h+2.000_k+2.000_p+0.00250,1.5,2,0.0025,2,2,0.0025,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0255206375cc1907e2514b93,0255206375cc1907e2514b93bcdf753c25132e9bfdde7aa294e8eab86f76aaab,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k-3.500_p+0.01000,asym_h+2.000_k-3.500_p+0.01000,1.5,-3.5,0.01,2,-3.5,0.01,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02cb3f7425c2b23c7bcae3c4,02cb3f7425c2b23c7bcae3c4c1c53df0089c7dca853854e72075f79da0dcfe63,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k-0.250_p-0.01500,asym_h+2.000_k-0.250_p-0.01500,1.5,-0.25,-0.015,2,-0.25,-0.015,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02d1451f77afe3fa8a0f0b7d,02d1451f77afe3fa8a0f0b7dde0f44221eae451fa3255a8e27da7983dac017bc,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k-1.500_p+0.00750,asym_h+2.000_k-1.500_p+0.00750,1.5,-1.5,0.0075,2,-1.5,0.0075,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02d4c90d19398d5e154cd2bc,02d4c90d19398d5e154cd2bc6b916a615c97f596e97c3a27261f9d5a4907feec,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k-1.250_p-0.00750,asym_h+2.000_k-1.250_p-0.00750,1.5,-1.25,-0.0075,2,-1.25,-0.0075,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0309690bd728fd69d7493fd6,0309690bd728fd69d7493fd671fdb6799c175a72631ac5e38448c02ac6aee521,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k-3.750_p-0.02750,asym_h+2.000_k-3.750_p-0.02750,1.5,-3.75,-0.0275,2,-3.75,-0.0275,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0330583a318aa9944a32d0b0,0330583a318aa9944a32d0b06349a2bdc373f0edab98be731fdfe1a75f317e5c,hip,HALF,0.5,UPPER_EDGE,asym_h+1.500_k-0.250_p+0.01750,asym_h+2.000_k-0.250_p+0.01750,1.5,-0.25,0.0175,2,-0.25,0.0175,0.5,0,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00019cf4a53fbf4be440df91,00019cf4a53fbf4be440df9156e9fba9b758f74af0567d70182c60d185c6b171,hip,INITIAL,1,INTERIOR,asym_h-3.750_k-3.500_p-0.00250,asym_h-2.750_k-3.500_p-0.00250,-3.75,-3.5,-0.0025,-2.75,-3.5,-0.0025,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_000846dbdf42b4d5401683ce,000846dbdf42b4d5401683ce1af69b49b6b91050d19f9a9e75fe9934147f1a3b,hip,INITIAL,1,INTERIOR,asym_h-0.500_k+0.500_p-0.02250,asym_h+0.500_k+0.500_p-0.02250,-0.5,0.5,-0.0225,0.5,0.5,-0.0225,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_000ff92276236b1bc4a8f779,000ff92276236b1bc4a8f77906429bce11c9820c60781afc673a7d5db4d15e8d,hip,INITIAL,1,INTERIOR,asym_h+0.000_k+0.500_p+0.00000,asym_h+1.000_k+0.500_p+0.00000,0,0.5,0,1,0.5,0,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0012e78be01fd534949b39b9,0012e78be01fd534949b39b9b66709b9e8b412a526cbd187cedf592c443306f8,hip,INITIAL,1,INTERIOR,asym_h-2.250_k+1.500_p-0.01000,asym_h-1.250_k+1.500_p-0.01000,-2.25,1.5,-0.01,-1.25,1.5,-0.01,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001c4b8cff8bb8d3d11a850e,001c4b8cff8bb8d3d11a850e8819878d59419ecb2858aee2306d6ff4c4fd1453,hip,INITIAL,1,INTERIOR,asym_h-0.250_k+0.250_p+0.02000,asym_h+0.750_k+0.250_p+0.02000,-0.25,0.25,0.02,0.75,0.25,0.02,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001d03ae5e07a8b1cdaa11bc,001d03ae5e07a8b1cdaa11bc2982e685017acaabbae2c594ac52c33086169aa8,hip,INITIAL,1,INTERIOR,asym_h-1.750_k-1.500_p+0.00250,asym_h-0.750_k-1.500_p+0.00250,-1.75,-1.5,0.0025,-0.75,-1.5,0.0025,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001ec9d46f754ca5c593577b,001ec9d46f754ca5c593577b665a9dba24ae1b21bad7e42aa62ed5a090a0189c,hip,INITIAL,1,INTERIOR,asym_h-4.750_k+1.500_p+0.02750,asym_h-3.750_k+1.500_p+0.02750,-4.75,1.5,0.0275,-3.75,1.5,0.0275,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0022ccc4bab8e16630928c7d,0022ccc4bab8e16630928c7df821a6ebb496f001f2ef47f4b7c82b9a1c04c603,hip,INITIAL,1,INTERIOR,asym_h-3.500_k+0.500_p-0.00750,asym_h-2.500_k+0.500_p-0.00750,-3.5,0.5,-0.0075,-2.5,0.5,-0.0075,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0023ce53605b7832c51a2567,0023ce53605b7832c51a2567833e8db910c801307f7e0ffdfafc4136eb8690b3,hip,INITIAL,1,INTERIOR,asym_h+0.750_k+1.250_p+0.02750,asym_h+1.750_k+1.250_p+0.02750,0.75,1.25,0.0275,1.75,1.25,0.0275,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_002a2a2996d2601dd503357c,002a2a2996d2601dd503357c206b035cd706ab9fee1d81b2d873aa4fb8689854,hip,INITIAL,1,INTERIOR,asym_h-3.750_k-1.250_p+0.02750,asym_h-2.750_k-1.250_p+0.02750,-3.75,-1.25,0.0275,-2.75,-1.25,0.0275,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0033a285112cff0386f56c0d,0033a285112cff0386f56c0dad37d422034b26d6a29874b60186630be04fd594,hip,INITIAL,1,INTERIOR,asym_h-1.000_k+0.500_p+0.02500,asym_h+0.000_k+0.500_p+0.02500,-1,0.5,0.025,0,0.5,0.025,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0039beea02c02122a809f6db,0039beea02c02122a809f6db96b8988850886e5ada38a7c6d55685c56d132800,hip,INITIAL,1,INTERIOR,asym_h-0.250_k-2.000_p+0.02000,asym_h+0.750_k-2.000_p+0.02000,-0.25,-2,0.02,0.75,-2,0.02,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0026529ec885ab543cd8c7f2,0026529ec885ab543cd8c7f25ec7d6c9d06bcfde320386ab322df21617091b8d,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k+0.250_p+0.01250,asym_h-4.000_k+0.250_p+0.01250,-5,0.25,0.0125,-4,0.25,0.0125,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0063d1b5e106da14008377d9,0063d1b5e106da14008377d9cabe1a7945c167891fb4f0f6e6b807d4a844eb55,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k+1.250_p+0.00500,asym_h-4.000_k+1.250_p+0.00500,-5,1.25,0.005,-4,1.25,0.005,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00dd4803d4b130acb0337d99,00dd4803d4b130acb0337d99c07c7c3bf4f554a8793e5b8d6f7e2f293c7f1355,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k-0.250_p-0.02000,asym_h-4.000_k-0.250_p-0.02000,-5,-0.25,-0.02,-4,-0.25,-0.02,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
