pair_id,case_id,subject_id,scenario_name,iteration,current_trajectory_id,candidate_trajectory_id,current_alpha_hip,current_alpha_knee,current_alpha_phase,candidate_alpha_hip,candidate_alpha_knee,candidate_alpha_phase,delta_alpha_hip,delta_alpha_knee,delta_alpha_phase,changed_coordinate,signed_coordinate_direction,alpha_distance_formal_grid_steps,alpha_distance_definition,physical_distance_used,inside_existing_generator_bounds,formal_lattice_current_member,formal_lattice_candidate_member,geometrically_admissible_pair,predicted_delta_J,truth_delta_J_posthoc,e_delta_J,model_supported,current_G0_would_exploit,true_improvement_posthoc,local_pair_role,research_metric_only,threshold_frozen,truth_used_by_formal_policy,truth_used_only_for_posthoc_metric,current_P2_modified,search_range_expanded,guard_id,uncertainty_metric,uncertainty_metric_role,would_exploit_counterfactual,missed_improvement_posthoc,false_improvement_posthoc,counterfactual_only,formal_policy_modified,trajectory_executed,truth_used_to_modify_formal_policy
local_pair_1840bdcb9c5d9a4d5c3c,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000248875469631,-0.000248875469631,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_1840bdcb9c5d9a4d5c3c,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000248875469631,-0.000248875469631,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_1840bdcb9c5d9a4d5c3c,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000248875469631,-0.000248875469631,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_c1d9aaa82c1f115f91d1,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000290522409602,0.000290522409602,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_c1d9aaa82c1f115f91d1,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000290522409602,0.000290522409602,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_c1d9aaa82c1f115f91d1,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000290522409602,0.000290522409602,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_edf6f07a06b05ec0a345,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00601856504776,0.00601856504776,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_edf6f07a06b05ec0a345,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00601856504776,0.00601856504776,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_edf6f07a06b05ec0a345,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00601856504776,0.00601856504776,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_e9526b96b521d2eb9264,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00594152473249,-0.00594152473249,0,False,False,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,True,False,False,False,False,False
local_pair_e9526b96b521d2eb9264,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00594152473249,-0.00594152473249,0,False,False,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,True,False,True,False,False,False
local_pair_e9526b96b521d2eb9264,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00594152473249,-0.00594152473249,0,False,False,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,True,False,True,False,False,False
local_pair_0d398a877e54d2a2fc8c,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000105013697873,-0.000105013697873,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_0d398a877e54d2a2fc8c,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000105013697873,-0.000105013697873,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_0d398a877e54d2a2fc8c,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000105013697873,-0.000105013697873,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_3cf2aef5c9a00c518eb0,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000118588503219,0.000118588503218,1.00000032126e-15,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_3cf2aef5c9a00c518eb0,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000118588503219,0.000118588503218,1.00000032126e-15,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_3cf2aef5c9a00c518eb0,hip_stiff__matched_linear,hip_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000118588503219,0.000118588503218,1.00000032126e-15,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_5ba9a7476fde7e969234,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000248875469631,-0.000248875469631,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_5ba9a7476fde7e969234,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000248875469631,-0.000248875469631,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_5ba9a7476fde7e969234,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000248875469631,-0.000248875469631,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_91864a30a09f97d0ab37,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000290522409602,0.000290522409602,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_91864a30a09f97d0ab37,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000290522409602,0.000290522409602,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_91864a30a09f97d0ab37,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000290522409602,0.000290522409602,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_fb90ca7d24bcfe7f9cb7,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00601856504776,0.00601856504776,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_fb90ca7d24bcfe7f9cb7,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00601856504776,0.00601856504776,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_fb90ca7d24bcfe7f9cb7,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00601856504776,0.00601856504776,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_ca6709e0c095d7e39fd8,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00594152473249,-0.00594152473249,0,True,True,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,True,False,False,False,False,False,False
local_pair_ca6709e0c095d7e39fd8,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00594152473249,-0.00594152473249,0,True,True,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,True,False,True,False,False,False
local_pair_ca6709e0c095d7e39fd8,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00594152473249,-0.00594152473249,0,True,True,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,True,False,False,True,False,False,False
local_pair_2fb57c51f95233362dd5,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000105013697873,-0.000105013697873,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_2fb57c51f95233362dd5,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000105013697873,-0.000105013697873,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_2fb57c51f95233362dd5,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000105013697873,-0.000105013697873,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_184b1d4186e9fce29390,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000118588503219,0.000118588503218,1.00000032126e-15,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_184b1d4186e9fce29390,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000118588503219,0.000118588503218,1.00000032126e-15,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_184b1d4186e9fce29390,hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000118588503219,0.000118588503218,1.00000032126e-15,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_db1edecb96b7a7ff4afd,hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-1.000_p+0.00000,asym_h+1.000_k-1.000_p+0.00000,0,-1,0,1,-1,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000206927452996,-0.000206927452996,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_db1edecb96b7a7ff4afd,hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-1.000_p+0.00000,asym_h+1.000_k-1.000_p+0.00000,0,-1,0,1,-1,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.000206927452996,-0.000206927452996,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
