case_id,subject_id,scenario_name,policy_id,policy_role,iteration,trial_purpose,selection_mode,trajectory_id,alpha_hip,alpha_knee,alpha_phase,operating_alpha_hip_before,operating_alpha_knee_before,operating_alpha_phase_before,operating_alpha_hip_after,operating_alpha_knee_after,operating_alpha_phase_after,best_alpha_hip_before,best_alpha_knee_before,best_alpha_phase_before,best_alpha_hip_after,best_alpha_knee_after,best_alpha_phase_after,J_pred,actual_J,operating_actual_J_before,best_actual_J_before,best_actual_J_after,delta_J_pred_one_step,delta_J_actual_vs_operating,direct_decision_uncertainty,accepted_meaningful_improvement,executed_false_improvement,bundle_step_harmful,bundle_authorization_id,bundle_length,bundle_authorized_execution_count,queued_later_bundle_steps,bundle_authorization_invalidated,model_refit_after_execution,full_map_recomputed_after_execution,support_growth,decision_value_zero,consecutive_zero_decision_value,cumulative_regret_vs_best_before,truth_accessed_before_selection,selection_token,manifest_sha_verified_before_truth,execution_status,stop_reason_after_iteration
baseline__matched_linear,baseline,matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,SCALE_AXIS_SENSITIVITY,5,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0,-3,0,0,-4,0,0.976832998152,0.976828248108,0.982504282239,0.982504282239,0.976828248108,-0.00567600159601,-0.00567603413118,1.7386980744e-11,True,False,False,,,0,False,False,True,True,0,False,0,0,False,40ae9668373d65d165498f103062a9694eb325eefca434cbca48aba1fcb7c34c,True,EXECUTED,
baseline__matched_linear,baseline,matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,SCALE_AXIS_SENSITIVITY,6,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0,-4,0,0,-5,0,0.971233542623,0.971228759614,0.976828248108,0.976828248108,0.971228759614,-0.0055994555285,-0.00559948849373,1.7386980744e-11,True,False,False,,,0,False,False,True,True,0,False,0,0,False,b70208a63792431249b96b388503db7cf4f812f9ccb594ecfc0f69665a10c102,True,EXECUTED,
baseline__matched_linear,baseline,matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,SCALE_AXIS_SENSITIVITY,7,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999028756608,0.999028374935,0.971228759614,0.971228759614,0.971228759614,0.0277952139849,0.027799615321,1.7386980744e-11,False,False,False,,,0,False,False,True,True,550,True,1,0.027799615321,False,ff0309bff5bc891778c21fcaa00392b1a30f5b0736d43f6a1d525151fb5aac28,True,EXECUTED,
baseline__matched_linear,baseline,matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,SCALE_AXIS_SENSITIVITY,8,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.998550239698,0.998549858084,0.971228759614,0.971228759614,0.971228759614,0.0273166970742,0.0273210984702,1.7386980744e-11,False,False,False,,,0,False,False,True,True,550,True,2,0.0551207137913,False,1f8a8dee1965793367baba21da26ff9c693f9534590c9f0cb80907c461ad11ac,True,EXECUTED,STOP_DECISION_VALUE_ZERO_RUN_K
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999931323653,0.999930463492,1,1,1,-6.86763465457e-05,-6.95365076068e-05,2.53130849615e-14,False,False,False,,,0,False,False,True,True,4450,False,0,0,False,9cc0277d4c9aa16f3ba6099501fe3dc00427a2df6f219c2ed5842a573ede01ed,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,2,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0.994058475268,0.994055761441,1,1,0.994055761441,-0.00594152473249,-0.00594423855895,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,dd7fd73b784aebf47381775a2f56ae39b0240b4f9e816963989d0050e53e19e1,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,3,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0,-1,0,0,-2,0,0.988196345988,0.988193617024,0.994055761441,0.994055761441,0.988193617024,-0.00586212927914,-0.00586214441739,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,f00a84b1c250c60da1a4b88528766ac727ac5947247cf700090b3d98a4a9aa39,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,4,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0,-2,0,0,-3,0,0.982412509681,0.982409765163,0.988193617024,0.988193617024,0.982409765163,-0.00578383630714,-0.00578385186107,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,99286482e25fb8f2fd64ade8a61191090d7aeffab328b6e304fbb3075ff2d941,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,5,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0,-3,0,0,-4,0,0.976706693252,0.976703932761,0.982409765163,0.982409765163,0.976703932761,-0.00570581642967,-0.00570583240124,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,cc42d7520f3efa515c0e2b9effc205459dceb810120b9f49c5b23c32c122096c,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,6,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0,-4,0,0,-5,0,0.971078595998,0.971075819116,0.976703932761,0.976703932761,0.971075819116,-0.00562809725397,-0.00562811364489,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,ba98a52250e0e7dd408a122e1a8200b50b5d40554fcf1d51b784a9325d0072cb,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,7,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999868293195,0.999867433694,0.971075819116,0.971075819116,0.971075819116,0.0287896971976,0.0287916145779,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,1,0.0287916145779,False,2959479b4b8f18d42f28f036b248eb5f45575180a6ccf2438b45a3b440f8de46,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,8,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999808223371,0.999807364527,0.971075819116,0.971075819116,0.971075819116,0.0287296273734,0.0287315454107,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,2,0.0575231599886,False,4d1d4ba4f2f9c20fb1d687822af8f694ad10988be1e8785ccccb508b14cefc11,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,9,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.99975112453,0.99975026634,0.971075819116,0.971075819116,0.971075819116,0.0286725285328,0.028674447224,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,3,0.0861976072126,False,8e99cd40a32cde73528ec193820729bee998eeaf1df73c3f654ca5de8939e80b,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,10,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999697007011,0.999696149472,0.971075819116,0.971075819116,0.971075819116,0.0286184110137,0.0286203303555,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,4,0.114817937568,False,ca0c690779756476280f230098099e4aae3981a91fbf4aa4c93cee65eadbab10,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,11,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999645881139,0.999645024248,0.971075819116,0.971075819116,0.971075819116,0.0285672851418,0.0285692051312,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,5,0.143387142699,False,2be15c582fb5dc3174dc840e4ca2dfa9324137ad8109e8756ba2ddcf03ee60d7,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,12,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999597757228,0.999596900981,0.971075819116,0.971075819116,0.971075819116,0.0285191612307,0.0285210818643,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,6,0.171908224564,False,ccb218ba60a2758f3eb7acd11214ec8bb9ece9b9b51ee8e5e227f474da51be8e,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,P2_V1_COMPARATOR,13,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999552645579,0.999551789972,0.971075819116,0.971075819116,0.971075819116,0.0284740495812,0.028475970856,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,7,0.20038419542,False,7fb8723b48b0ce88bcfd2b27d76a7ac5dd958dec9dd6cdbdd12581cbc9fab522,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999931323653,0.999930463492,1,1,1,-6.86763465457e-05,-6.95365076068e-05,2.53130849615e-14,False,False,False,,,0,False,False,True,True,4450,False,0,0,False,9cc0277d4c9aa16f3ba6099501fe3dc00427a2df6f219c2ed5842a573ede01ed,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,2,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0.994058475268,0.994055761441,1,1,0.994055761441,-0.00594152473249,-0.00594423855895,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,dd7fd73b784aebf47381775a2f56ae39b0240b4f9e816963989d0050e53e19e1,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,3,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0,-1,0,0,-2,0,0.988196345988,0.988193617024,0.994055761441,0.994055761441,0.988193617024,-0.00586212927914,-0.00586214441739,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,f00a84b1c250c60da1a4b88528766ac727ac5947247cf700090b3d98a4a9aa39,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,4,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0,-2,0,0,-3,0,0.982412509681,0.982409765163,0.988193617024,0.988193617024,0.982409765163,-0.00578383630714,-0.00578385186107,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,99286482e25fb8f2fd64ade8a61191090d7aeffab328b6e304fbb3075ff2d941,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,5,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0,-3,0,0,-4,0,0.976706693252,0.976703932761,0.982409765163,0.982409765163,0.976703932761,-0.00570581642967,-0.00570583240124,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,cc42d7520f3efa515c0e2b9effc205459dceb810120b9f49c5b23c32c122096c,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,6,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0,-4,0,0,-5,0,0.971078595998,0.971075819116,0.976703932761,0.976703932761,0.971075819116,-0.00562809725397,-0.00562811364489,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,ba98a52250e0e7dd408a122e1a8200b50b5d40554fcf1d51b784a9325d0072cb,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,7,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999868293195,0.999867433694,0.971075819116,0.971075819116,0.971075819116,0.0287896971976,0.0287916145779,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,1,0.0287916145779,False,2959479b4b8f18d42f28f036b248eb5f45575180a6ccf2438b45a3b440f8de46,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,8,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999808223371,0.999807364527,0.971075819116,0.971075819116,0.971075819116,0.0287296273734,0.0287315454107,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,2,0.0575231599886,False,4d1d4ba4f2f9c20fb1d687822af8f694ad10988be1e8785ccccb508b14cefc11,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,9,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.99975112453,0.99975026634,0.971075819116,0.971075819116,0.971075819116,0.0286725285328,0.028674447224,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,3,0.0861976072126,False,8e99cd40a32cde73528ec193820729bee998eeaf1df73c3f654ca5de8939e80b,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,10,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999697007011,0.999696149472,0.971075819116,0.971075819116,0.971075819116,0.0286184110137,0.0286203303555,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,4,0.114817937568,False,ca0c690779756476280f230098099e4aae3981a91fbf4aa4c93cee65eadbab10,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,11,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999645881139,0.999645024248,0.971075819116,0.971075819116,0.971075819116,0.0285672851418,0.0285692051312,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,5,0.143387142699,False,2be15c582fb5dc3174dc840e4ca2dfa9324137ad8109e8756ba2ddcf03ee60d7,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,12,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999597757228,0.999596900981,0.971075819116,0.971075819116,0.971075819116,0.0285191612307,0.0285210818643,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,6,0.171908224564,False,ccb218ba60a2758f3eb7acd11214ec8bb9ece9b9b51ee8e5e227f474da51be8e,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,PRIMARY_BUNDLE_EFFECT,13,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999552645579,0.999551789972,0.971075819116,0.971075819116,0.971075819116,0.0284740495812,0.028475970856,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,7,0.20038419542,False,7fb8723b48b0ce88bcfd2b27d76a7ac5dd958dec9dd6cdbdd12581cbc9fab522,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,PRIMARY_MINIMAL_NEXT_REVISION,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999931323653,0.999930463492,1,1,1,-6.86763465457e-05,-6.95365076068e-05,2.53130849615e-14,False,False,False,,,0,False,False,True,True,4450,False,0,0,False,9cc0277d4c9aa16f3ba6099501fe3dc00427a2df6f219c2ed5842a573ede01ed,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,PRIMARY_MINIMAL_NEXT_REVISION,2,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0.994058475268,0.994055761441,1,1,0.994055761441,-0.00594152473249,-0.00594423855895,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,dd7fd73b784aebf47381775a2f56ae39b0240b4f9e816963989d0050e53e19e1,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,PRIMARY_MINIMAL_NEXT_REVISION,3,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0,-1,0,0,-2,0,0.988196345988,0.988193617024,0.994055761441,0.994055761441,0.988193617024,-0.00586212927914,-0.00586214441739,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,f00a84b1c250c60da1a4b88528766ac727ac5947247cf700090b3d98a4a9aa39,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,PRIMARY_MINIMAL_NEXT_REVISION,4,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0,-2,0,0,-3,0,0.982412509681,0.982409765163,0.988193617024,0.988193617024,0.982409765163,-0.00578383630714,-0.00578385186107,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,99286482e25fb8f2fd64ade8a61191090d7aeffab328b6e304fbb3075ff2d941,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,PRIMARY_MINIMAL_NEXT_REVISION,5,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0,-3,0,0,-4,0,0.976706693252,0.976703932761,0.982409765163,0.982409765163,0.976703932761,-0.00570581642967,-0.00570583240124,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,cc42d7520f3efa515c0e2b9effc205459dceb810120b9f49c5b23c32c122096c,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,PRIMARY_MINIMAL_NEXT_REVISION,6,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0,-4,0,0,-5,0,0.971078595998,0.971075819116,0.976703932761,0.976703932761,0.971075819116,-0.00562809725397,-0.00562811364489,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,ba98a52250e0e7dd408a122e1a8200b50b5d40554fcf1d51b784a9325d0072cb,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,PRIMARY_MINIMAL_NEXT_REVISION,7,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999868293195,0.999867433694,0.971075819116,0.971075819116,0.971075819116,0.0287896971976,0.0287916145779,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,1,0.0287916145779,False,2959479b4b8f18d42f28f036b248eb5f45575180a6ccf2438b45a3b440f8de46,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,PRIMARY_MINIMAL_NEXT_REVISION,8,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999808223371,0.999807364527,0.971075819116,0.971075819116,0.971075819116,0.0287296273734,0.0287315454107,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,2,0.0575231599886,False,4d1d4ba4f2f9c20fb1d687822af8f694ad10988be1e8785ccccb508b14cefc11,True,EXECUTED,STOP_DECISION_VALUE_ZERO_RUN_K
hip_stiff__matched_linear,hip_stiff,matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,P99_SENSITIVITY,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999931323653,0.999930463492,1,1,1,-6.86763465457e-05,-6.95365076068e-05,2.53130849615e-14,False,False,False,,,0,False,False,True,True,4450,False,0,0,False,9cc0277d4c9aa16f3ba6099501fe3dc00427a2df6f219c2ed5842a573ede01ed,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,P99_SENSITIVITY,2,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0.994058475268,0.994055761441,1,1,0.994055761441,-0.00594152473249,-0.00594423855895,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,dd7fd73b784aebf47381775a2f56ae39b0240b4f9e816963989d0050e53e19e1,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,P99_SENSITIVITY,3,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0,-1,0,0,-2,0,0.988196345988,0.988193617024,0.994055761441,0.994055761441,0.988193617024,-0.00586212927914,-0.00586214441739,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,f00a84b1c250c60da1a4b88528766ac727ac5947247cf700090b3d98a4a9aa39,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,P99_SENSITIVITY,4,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0,-2,0,0,-3,0,0.982412509681,0.982409765163,0.988193617024,0.988193617024,0.982409765163,-0.00578383630714,-0.00578385186107,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,99286482e25fb8f2fd64ade8a61191090d7aeffab328b6e304fbb3075ff2d941,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,P99_SENSITIVITY,5,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0,-3,0,0,-4,0,0.976706693252,0.976703932761,0.982409765163,0.982409765163,0.976703932761,-0.00570581642967,-0.00570583240124,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,cc42d7520f3efa515c0e2b9effc205459dceb810120b9f49c5b23c32c122096c,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,P99_SENSITIVITY,6,EXPLOIT,DIRECT_ONE_STEP,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0,-4,0,0,-5,0,0.971078595998,0.971075819116,0.976703932761,0.976703932761,0.971075819116,-0.00562809725397,-0.00562811364489,2.53130849615e-14,True,False,False,,,0,False,False,True,True,0,False,0,0,False,ba98a52250e0e7dd408a122e1a8200b50b5d40554fcf1d51b784a9325d0072cb,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,P99_SENSITIVITY,7,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999868293195,0.999867433694,0.971075819116,0.971075819116,0.971075819116,0.0287896971976,0.0287916145779,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,1,0.0287916145779,False,2959479b4b8f18d42f28f036b248eb5f45575180a6ccf2438b45a3b440f8de46,True,EXECUTED,
hip_stiff__matched_linear,hip_stiff,matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,P99_SENSITIVITY,8,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0,-5,0,0,-5,0,0.999808223371,0.999807364527,0.971075819116,0.971075819116,0.971075819116,0.0287296273734,0.0287315454107,2.53130849615e-14,False,False,False,,,0,False,False,True,True,550,True,2,0.0575231599886,False,4d1d4ba4f2f9c20fb1d687822af8f694ad10988be1e8785ccccb508b14cefc11,True,EXECUTED,STOP_DECISION_VALUE_ZERO_RUN_K
